Feature,MeanAbsSHAP,MeanAbsLIME
E909,0.0,0.002478644285555319
E908,0.0,0.0027009865224200814
E907,0.0,0.0027507557181434923
E906,0.0,0.002312746078685661
E905,0.0,0.002665242767775234
E904,0.0,0.0025141920830339943
E903,0.0,0.002321184091229308
E902,0.0,0.0025377072902009463
E901,0.0,0.0025798618736857896
E900,0.0,0.002422799374846524
E899,0.0,0.002511761498083415
E898,0.0,0.002434416021431397
E897,0.0,0.0024402568203738496
E896,0.0,0.0024248323750151635
E895,0.0,0.0026039650170963276
E894,0.0,0.0027570131508919205
E893,0.0,0.0025046324018015453
E892,0.0,0.002385789794318557
E891,0.0,0.002936215007043802
E724,0.0,0.0023885350290332777
E696,0.0,0.0025811759292255843
E722,0.0,0.0026028488206886703
E541,0.0,0.002494864417960666
E555,0.0,0.0024513949417479474
E554,0.0,0.002873822633473348
E553,0.0,0.0026641499052932035
E552,0.0,0.002528546224650469
E551,0.0,0.0024911711946067287
E550,0.0,0.0026434949290633338
E549,0.0,0.002598273117737145
E548,0.0,0.002405954417520549
E547,0.0,0.0026541176208525236
E546,0.0,0.0025280603540207124
E545,0.0,0.0025397426560010866
E544,0.0,0.0023914676931133276
E543,0.0,0.0024764825942824214
E542,0.0,0.0029436700737655907
E540,0.0,0.002343808170068099
E721,0.0,0.0028707193707966016
E539,0.0,0.0025932157327578286
E538,0.0,0.0025354449886364305
E537,0.0,0.0025504190494845236
E536,0.0,0.0029421013125525775
E535,0.0,0.0023011789188198627
E534,0.0,0.0028260937510465444
E533,0.0,0.0024374679930174296
E532,0.0,0.0025555838095280897
E531,0.0,0.0023888073788715662
E530,0.0,0.0028608855636644195
E529,0.0,0.0026551195091738897
E528,0.0,0.0027505471030132857
E527,0.0,0.002658138075939414
E526,0.0,0.002325053626937362
E556,0.0,0.0020968586232045015
E557,0.0,0.002622318447025032
E558,0.0,0.0024543843350476606
E559,0.0,0.002693381562313013
E588,0.0,0.0024105120374899917
E587,0.0,0.0021440111223795877
E586,0.0,0.002650342906614875
E585,0.0,0.0025893408288748267
E584,0.0,0.002560188118389545
E583,0.0,0.0024204789396185798
E582,0.0,0.002528605339752882
E581,0.0,0.0028855568041975055
E580,0.0,0.0028074851371455516
E579,0.0,0.0021971259164686365
E578,0.0,0.002491599661688948
E577,0.0,0.0026577156656614797
E576,0.0,0.002244440268804764
E575,0.0,0.0024436632308798174
E574,0.0,0.002650308505397787
E573,0.0,0.002860095309788402
E572,0.0,0.0025081712177181348
E571,0.0,0.002887538770927307
E570,0.0,0.0021382966259747382
E569,0.0,0.0025877131063594292
E568,0.0,0.002556114011803583
E567,0.0,0.002817585803020375
E566,0.0,0.0022682306875685247
E565,0.0,0.0028096526876308114
E564,0.0,0.0027190567573385184
E563,0.0,0.002443575563308889
E562,0.0,0.0026672707768297505
E561,0.0,0.0028292453904568706
E560,0.0,0.0022539486455986158
E525,0.0,0.0025737996473206492
E524,0.0,0.0028072344578617676
E523,0.0,0.002800340290181719
E261,0.0,0.0025059085779625474
E264,0.0,0.002638934530753006
E462,0.0,0.0026916166358404536
E461,0.0,0.0024708530109058256
E286,0.0,0.002427523191626693
E287,0.0,0.0024456609913545394
E315,0.0,0.002290402543362902
E316,0.0,0.0028973673033273716
E317,0.0,0.0023833321405929662
E318,0.0,0.0026724302645948837
E333,0.0,0.002402512545039321
E335,0.0,0.002390347889124357
E336,0.0,0.0024455367400610375
E337,0.0,0.002469444287547169
E339,0.0,0.00275199759444674
E340,0.0,0.0025698070802530203
E341,0.0,0.0024216845058402615
E347,0.0,0.0026828607280787804
E367,0.0,0.0028232083459787615
E372,0.0,0.0027400936644761064
E381,0.0,0.00253644085877458
E383,0.0,0.0026814168084345787
E419,0.0,0.002497660684899385
E384,0.0,0.002513966253391014
E389,0.0,0.0024636006844524993
E414,0.0,0.002461330540674535
E413,0.0,0.0027046073427630934
E410,0.0,0.0024359283209003323
E408,0.0,0.002421383863185032
E407,0.0,0.0024461181294500606
E263,0.0,0.0026774223060389533
E259,0.0,0.0027799171226338655
E522,0.0,0.002510418087799502
E472,0.0,0.002635834636656078
E521,0.0,0.0029675365325066046
E520,0.0,0.0025218583213296453
E519,0.0,0.002541501635066221
E518,0.0,0.0027398355400156276
E517,0.0,0.002594178308826919
E516,0.0,0.002348188884732349
E515,0.0,0.0023713208231124164
E514,0.0,0.002509115849726632
E513,0.0,0.0026087270466823975
E512,0.0,0.0024938078841042106
E511,0.0,0.002528570732366916
E510,0.0,0.002622055987842799
E509,0.0,0.0023057760368029767
E508,0.0,0.0028293371904085747
E507,0.0,0.0026388061492476373
E506,0.0,0.0027858029545978656
E505,0.0,0.0027901368470487774
E504,0.0,0.0025114091777354106
E503,0.0,0.002839196574867935
E502,0.0,0.0026814086770903687
E501,0.0,0.0025408511424181678
E500,0.0,0.002588098228460964
E499,0.0,0.002167759670868738
E498,0.0,0.002470422234960431
E497,0.0,0.0024963771767527584
E496,0.0,0.002476391464081656
E118,0.0,0.0023800853637895637
E208,0.0,0.002378071758926213
E219,0.0,0.002757940643935288
E589,0.0,0.002615643835999988
E590,0.0,0.0025345498284913295
E591,0.0,0.0027739899526136613
E689,0.0,0.0025035614979171074
E687,0.0,0.0026777415901600497
E686,0.0,0.002590799750596758
E685,0.0,0.0025689930085951223
E684,0.0,0.0022966429376019915
E683,0.0,0.002608563748203473
E682,0.0,0.0025381789763714944
E681,0.0,0.0023532724698625196
E680,0.0,0.0027206743957816203
E679,0.0,0.0025535871569104533
E678,0.0,0.0027596568039550983
E677,0.0,0.0027159398676149514
E676,0.0,0.0028128330187894178
E675,0.0,0.002879323226031215
E674,0.0,0.002546324916495114
E673,0.0,0.002490410153857848
E672,0.0,0.0025770866662875314
E671,0.0,0.0029777372384745737
E670,0.0,0.0023805738183926626
E669,0.0,0.002340129192808617
E668,0.0,0.0022063343533068195
E667,0.0,0.0025504629201221884
E666,0.0,0.0028156906742661802
E665,0.0,0.002781511886531146
E664,0.0,0.0027206104069755197
E663,0.0,0.002578211092809243
E662,0.0,0.002347230233000536
E661,0.0,0.002599877729882426
E660,0.0,0.0026104416873867003
E659,0.0,0.0025633432758681973
E688,0.0,0.0028514558633682863
E690,0.0,0.0026491426516978274
E657,0.0,0.0028011390816121075
E691,0.0,0.0028013319035936736
E720,0.0,0.002508651052353434
E719,0.0,0.002276209846025505
E718,0.0,0.002350819263999919
E717,0.0,0.0024051173958454736
E716,0.0,0.002362168230743025
E715,0.0,0.0024656330481195522
E714,0.0,0.002896279071289971
E713,0.0,0.003415485859104288
E712,0.0,0.0026806593076570528
E711,0.0,0.002402757398740066
E710,0.0,0.002692834955146537
E709,0.0,0.0025271328140456977
E708,0.0,0.002627537402888265
E707,0.0,0.0021592847687722195
E706,0.0,0.0028649042205174014
E705,0.0,0.0023352340728611015
E704,0.0,0.002656930892750943
E703,0.0,0.0025509032617429673
E702,0.0,0.0022843283487543544
E701,0.0,0.0025296895543582706
E700,0.0,0.0025571246571253745
E699,0.0,0.002748692784447488
E698,0.0,0.0025423827607526533
E697,0.0,0.002611695318081928
E400,0.0,0.002648238972115617
E695,0.0,0.002321192594640454
E694,0.0,0.002570585485288322
E693,0.0,0.0024172665265854974
E692,0.0,0.0025845155102917606
E658,0.0,0.0024347811470774115
E656,0.0,0.0027939299407012063
E592,0.0,0.0024909412523909766
E623,0.0,0.002346420901955706
E621,0.0,0.002539365215154824
E620,0.0,0.0024068068600644156
E619,0.0,0.002834999192812845
E618,0.0,0.0027126808505106292
E617,0.0,0.002685940501505843
E616,0.0,0.0025194964080673117
E615,0.0,0.0027016226448232246
E614,0.0,0.002282969760846492
E613,0.0,0.002569433089778793
E612,0.0,0.0026099410827769465
E611,0.0,0.002700443872927988
E610,0.0,0.0021801694481830346
E609,0.0,0.0025812799525506487
E608,0.0,0.0025809824508010214
E607,0.0,0.002757917835493808
E606,0.0,0.002511552523246601
E605,0.0,0.0026597969159721695
E604,0.0,0.002507209861424018
E603,0.0,0.0026676855348965263
E602,0.0,0.0028114877462780043
E601,0.0,0.002350927942923185
E600,0.0,0.0023735077476360607
E599,0.0,0.0027910035707749688
E598,0.0,0.0023813978647855183
E597,0.0,0.0026065752493034645
E596,0.0,0.0021914697772353565
E595,0.0,0.002562669194729168
E594,0.0,0.002535565175142202
E593,0.0,0.0026420047541351275
E622,0.0,0.0024697296605594283
E624,0.0,0.002348772328725449
E655,0.0,0.002308124619078447
E625,0.0,0.0025559012414821604
E654,0.0,0.0025738700647966106
E653,0.0,0.0026840104935418906
E652,0.0,0.002729261139502816
E651,0.0,0.0025753439324357045
E650,0.0,0.0024655761457380914
E649,0.0,0.002418203798596431
E648,0.0,0.002827382216759782
E647,0.0,0.002265571547640591
E646,0.0,0.0030056117489018585
E645,0.0,0.0027679448830800583
E644,0.0,0.0025938827092061756
E643,0.0,0.0028272010836777827
E642,0.0,0.002838973655513523
E641,0.0,0.0026030219764736806
E640,0.0,0.002496219698027212
E639,0.0,0.0026521075157592867
E638,0.0,0.0025970312211489083
E637,0.0,0.0025463159519844513
E636,0.0,0.0025336326553278376
E635,0.0,0.0024987560588786996
E634,0.0,0.002857616740128973
E633,0.0,0.0027940187384948305
E632,0.0,0.002474891348098006
E631,0.0,0.002825439774214396
E630,0.0,0.0024811280363400026
E629,0.0,0.002634059125134893
E628,0.0,0.002568355046194795
E627,0.0,0.0023962109472785834
E626,0.0,0.002417751578108726
E987,0.0,0.002869121445072588
